Date,Close/Last,
12/21/2022,$206.98,669
12/22/2022,$204.81,670
12/23/2022,$206.24,671
12/27/2022,$206.45,672
12/28/2022,$204.56,673
12/29/2022,$206.66,674
12/30/2022,$208.21,675
01/03/2023,$206.93,676
01/04/2023,$206.93,677
01/05/2023,$206.13,678
01/06/2023,$206.18,679
01/09/2023,$201.07,680
01/10/2023,$201.95,681
01/11/2023,$199.91,682
01/12/2023,$199.75,683
01/13/2023,$197.16,684
01/17/2023,$194.65,685
01/18/2023,$192.97,686
01/19/2023,$191.45,687
01/20/2023,$192.51,688
01/23/2023,$194.25,689
01/24/2023,$194.72,690
01/25/2023,$197.68,691
01/26/2023,$196.54,692
01/27/2023,$212.10,693
01/30/2023,$211.91,694
01/31/2023,$214.82,695
02/01/2023,$215.85,696
02/02/2023,$212.04,697
02/03/2023,$210.95,698
02/06/2023,$212.33,699
02/07/2023,$212.43,700
02/08/2023,$211.94,701
02/09/2023,$210.36,702
02/10/2023,$215.66,703
02/13/2023,$214.48,704
02/14/2023,$212.87,705
02/15/2023,$213.27,706
02/16/2023,$211.45,707
02/17/2023,$214.02,708
02/21/2023,$212.43,709
02/22/2023,$212.06,710
02/23/2023,$209.55,711
02/24/2023,$210.15,712
02/27/2023,$210.70,713
02/28/2023,$211.19,714
03/01/2023,$210.08,715
03/02/2023,$212.18,716
03/03/2023,$214.16,717
03/06/2023,$213.91,718
03/07/2023,$211.84,719
03/08/2023,$207.93,720
03/09/2023,$204.39,721
03/10/2023,$203.37,722
03/13/2023,$201.35,723
03/14/2023,$202.59,724
03/15/2023,$200.78,725
03/16/2023,$202.27,726
03/17/2023,$195.25,727
03/20/2023,$197.04,728
03/21/2023,$197.80,729
03/22/2023,$192.19,730
03/23/2023,$190.78,731
03/24/2023,$193.13,732
03/27/2023,$194.54,733
03/28/2023,$191.95,734
03/29/2023,$194.64,735
03/30/2023,$194.72,736
03/31/2023,$196.24,737
04/03/2023,$198.95,738
04/04/2023,$197.10,739
04/05/2023,$197.40,740
04/06/2023,$197.01,741
04/10/2023,$199.22,742
04/11/2023,$198.91,743
04/12/2023,$199.62,744
04/13/2023,$201.49,745
04/14/2023,$200.51,746
04/17/2023,$202.50,747
04/18/2023,$204.43,748
04/19/2023,$203.54,749
04/20/2023,$202.87,750
04/21/2023,$202.03,751
04/24/2023,$202.14,752
04/25/2023,$199.32,753
04/26/2023,$194.54,754
04/27/2023,$198.00,755
04/28/2023,$195.15,756
05/01/2023,$194.71,757
05/02/2023,$189.57,758
05/03/2023,$186.70,759
05/04/2023,$185.73,760
05/05/2023,$187.73,761
05/08/2023,$187.26,762
05/09/2023,$188.87,763
05/10/2023,$189.02,764
05/11/2023,$186.87,765
05/12/2023,$186.75,766
05/15/2023,$186.87,767
05/16/2023,$183.97,768
05/17/2023,$185.83,769
05/18/2023,$185.84,770
05/19/2023,$184.40,771
05/22/2023,$186.20,772
05/23/2023,$184.69,773
05/24/2023,$182.70,774
05/25/2023,$176.39,775
05/26/2023,$178.76,776
